categoryId,name,moreHoursTypes,serviceTypes
gcid:appliance_parts_supplier,Appliance parts supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:appliance_rental_service,Appliance rental service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:appliance_repair_service,Appliance repair service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Electric shower repair, Exhaust hood repairs, Household appliance installation, Dishwasher repair, Dryer repair, Freezer repair, Microwave repair, Oven repair, Refrigerator repair, Refrigerator/freezer repair, Stove & cooktop repair, Stove, cooktop & oven repair, Washing machine repair, Washer/dryer repair, TV repair"
gcid:appliance_store,Appliance store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:appliances_customer_service,Appliances customer service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:applied_behavior_analysis_therapist,Applied behavior analysis therapist,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:appraiser,Appraiser,"Breakfast, Dinner, Drive-through, Lunch, Online operating hours, Hours for the elderly","Artwork, Collector's items, Commercial equipment, Divorce settlement, Firearms, Furniture, Historical items, Horse & specialty property, House, Jewelry, Land, Tax assessment disputes, Vehicles/classic cars"
gcid:apprenticeship_center,Apprenticeship center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:aquaculture_farm,Aquaculture farm,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:aquarium,Aquarium,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:aquarium_shop,Aquarium shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:aquatic_center,Aquatic center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:arab_restaurant,Arab restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:arboretum,Arboretum,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:arborist_and_tree_surgeon,Arborist service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:archaeological_museum,Archaeological museum,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:archery_club,Archery club,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:archery_range,Archery range,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:archery_store,Archery store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:architect,Architect,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Adaptive reuse & historical renovation services, Architectural consultation, Architectural design services, Architectural engineering services, Building code analysis & permit coordination, General construction, Custom home design, Home building & renovations, Interior design, Planning & zoning approval assistance, Project management, Site master planning, Supervision of design execution, 3D architectural renderings"
gcid:architects_association,Architects association,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:architectural_and_engineering_model_maker,Architectural and engineering model maker,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:architectural_designer,Architectural designer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:architectural_salvage_store,Architectural salvage store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:architecture_firm,Architecture firm,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Adaptive reuse & historical renovation services, Architectural consultation, Architectural design services, Architectural engineering services, Building code analysis & permit coordination, Custom home design, Graphic design, Home building & renovations, Interior design, Planning & zoning approval assistance, Project management, Site master planning, 3D architectural renderings, Urban design services"
gcid:architecture_school,Architecture school,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:archive,Archive,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:arena,Arena,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:argentinian_restaurant,Argentinian restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:armed_forces_association,Armed forces association,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:armenian_church,Armenian church,"Access, Breakfast, Brunch, Delivery, Dinner, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly, Prayer, Worship service",
gcid:armenian_restaurant,Armenian restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:army_and_navy_store,Army & navy surplus shop,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:army_base,Army barracks,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:army_facility,Army facility,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:army_museum,Army museum,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:aromatherapy_class,Aromatherapy class,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:aromatherapy_service,Aromatherapy service,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:aromatherapy_supply_store,Aromatherapy supply store,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:art_cafe,Art cafe,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:art_center,Art center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:art_dealer,Art dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:art_gallery,Art gallery,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Guided tours, Photography"
gcid:art_museum,Art museum,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:art_restoration_service,Art restoration service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:art_school,Art school,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly","Advanced classes, Beginner's classes, Intermediate classes, Painting, Photography"
gcid:art_studio,Art studio,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:art_supply_store,Art supply store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:artificial_plant_supplier,Artificial plant supplier,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:artist,Artist,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:arts_organization,Arts organization,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:asador,Grill,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:asbestos_testing_service,Asbestos testing service,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:ashram,Ashram,"Access, Breakfast, Brunch, Delivery, Dinner, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly, Prayer",
gcid:asian_fusion_restaurant,Asian fusion restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:asian_grocery_store,Asian grocery store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:asian_household_goods_store,Asian household goods store,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:asian_restaurant,Asian restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:asphalt_contractor,Asphalt contractor,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:asphalt_mixing_plant,Asphalt mixing plant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:assamese_restaurant,Assamese restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:assemblies_of_god_church,Assemblies of God church,"Access, Breakfast, Brunch, Delivery, Dinner, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly, Prayer, Worship service",
gcid:assistante_maternelle,Assistante maternelle,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:assisted_living_facility,Assisted living facility,"Breakfast, Delivery, Dinner, Drive-through, Lunch, Online operating hours, Pick-up, Hours for the elderly",
gcid:association_or_organization,Association / Organization,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:aston_martin_dealer,Aston Martin dealer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:astrologer,Astrologer,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:asturian_restaurant,Asturian restaurant,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Takeaway, Hours for the elderly",
gcid:asylum_center,Asylum center,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:athletic_club,Athletic club,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:athletic_field,Athletic field,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:athletic_park,Athletic park,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
gcid:athletic_track,Athletic track,"Access, Breakfast, Brunch, Delivery, Dinner, Drive-through, Happy hours, Kitchen, Lunch, Online operating hours, Pick-up, Takeaway, Hours for the elderly",
